frame,time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz)
33,0.322769,4,857.747,75.000,1411.937,85.000,2750.000,160.000,3850.000,210.000
34,0.332769,4,874.179,75.000,1440.927,85.000,2750.000,160.000,3850.000,210.000
35,0.342769,4,883.564,75.000,1464.993,85.000,2750.000,160.000,3850.000,210.000
36,0.352769,4,926.227,75.000,1489.818,85.000,2750.000,160.000,3850.000,210.000
37,0.362769,4,942.989,75.000,1538.063,85.000,2750.000,157.539,3850.000,205.782
38,0.372769,4,862.275,75.000,1581.953,85.000,2750.000,152.618,3850.000,197.345
39,0.382769,4,922.381,75.000,1667.464,85.000,2750.000,147.696,3850.000,188.908
40,0.392769,4,912.165,75.000,1659.314,85.000,2750.000,142.775,3850.000,180.471
41,0.402769,4,880.445,75.000,1546.280,85.000,2750.000,137.853,3850.000,172.034
42,0.412769,4,901.208,75.000,1536.052,85.000,2750.000,132.931,3850.000,163.597
43,0.422769,4,986.024,75.000,1999.196,85.000,2750.000,128.010,3850.000,155.160
44,0.432769,4,966.513,75.000,2141.103,85.000,2750.000,123.088,3850.000,146.723
45,0.442769,4,958.940,75.000,1504.887,85.000,2750.000,118.167,3850.000,138.286
46,0.452769,4,875.381,75.000,1700.494,85.000,2750.000,113.245,3850.000,129.849
47,0.462769,4,884.991,75.000,2038.143,85.000,2750.000,108.324,3850.000,121.412
48,0.472769,4,893.094,75.000,2076.367,85.000,2750.000,103.402,3850.000,112.975
49,0.482769,4,1026.427,75.000,1799.011,85.000,2750.000,98.480,3850.000,104.538
50,0.492769,4,774.707,75.000,1692.791,85.000,2750.000,93.559,3850.000,96.101
51,0.502769,4,992.847,75.000,2045.567,85.000,2750.000,90.000,3850.000,90.000
52,0.512769,4,911.265,75.000,1934.219,85.000,2750.000,90.000,3850.000,90.000
53,0.522769,4,994.526,75.000,1984.715,85.000,2750.000,90.000,3850.000,90.000
54,0.532769,4,1224.043,75.000,2003.936,85.000,2750.000,90.000,3850.000,90.000
55,0.542769,4,899.886,75.000,1827.586,85.000,2750.000,90.000,3850.000,90.000
56,0.552769,4,853.701,75.000,1696.056,85.000,2750.000,90.000,3850.000,90.000
57,0.562769,4,860.601,75.000,1772.659,85.000,2750.000,90.000,3850.000,90.000
58,0.572769,4,891.608,75.000,1897.182,85.000,2750.000,90.000,3850.000,90.000
59,0.582769,4,944.258,75.000,1761.245,85.000,2750.000,90.000,3850.000,90.000
60,0.592769,4,827.241,75.000,1941.155,85.000,2750.000,90.000,3850.000,90.000
61,0.602769,4,1274.713,75.000,1977.722,85.000,2750.000,90.000,3850.000,90.000
62,0.612769,4,1073.469,75.000,2112.500,85.000,2750.000,90.000,3850.000,90.000
63,0.622769,4,1035.821,75.000,2008.953,85.000,2750.000,90.000,3850.000,90.000
64,0.632769,4,1178.778,75.000,2182.812,85.000,2750.000,90.000,3850.000,90.000
65,0.642769,4,1180.942,75.000,2355.098,85.000,2750.000,90.000,3850.000,90.000
66,0.652769,4,901.817,75.000,1892.012,85.000,2750.000,90.000,3850.000,90.000
67,0.662769,4,1029.768,75.000,1995.145,85.000,2750.000,90.000,3850.000,90.000
68,0.672769,4,1328.466,75.000,1890.469,85.000,2750.000,90.000,3850.000,90.000
69,0.682769,4,1392.956,75.000,1919.852,85.000,2750.000,90.000,3850.000,90.000
70,0.692769,4,1396.514,75.000,1983.427,85.000,2750.000,90.000,3850.000,90.000
71,0.702769,4,1396.514,75.000,1983.428,85.000,2750.000,90.000,3850.000,90.000
72,0.712769,4,1396.514,75.000,1983.428,85.000,2750.000,90.000,3850.000,90.000
